setup,scenario,suffix,run,timestamp,handshake_mean_ms,count_delta,file_prefix
mtls1.3-postquantum,baseline,-nokeepalive,5,20260911_170350,n/a,0.000000,mtls1.3-postquantum_baseline-nokeepalive_run5_20260911_170350
mtls1.3-postquantum,payload,-nokeepalive,5,20260911_170350,n/a,0.000000,mtls1.3-postquantum_payload-nokeepalive_run5_20260911_170350
mtls1.3-postquantum,handshake,-nokeepalive,5,20260911_170350,n/a,0.000000,mtls1.3-postquantum_handshake-nokeepalive_run5_20260911_170350
mtls1.3-postquantum,payload,,5,20260911_170350,n/a,0.000000,mtls1.3-postquantum_payload_run5_20260911_170350
mtls1.2-gcm,baseline,,1,20260911_170350,n/a,0.000000,mtls1.2-gcm_baseline_run1_20260911_170350
mtls1.2-gcm,baseline,-nokeepalive,1,20260911_170350,n/a,0.000000,mtls1.2-gcm_baseline-nokeepalive_run1_20260911_170350
mtls1.2-gcm,payload,,1,20260911_170350,n/a,0.000000,mtls1.2-gcm_payload_run1_20260911_170350
mtls1.2-gcm,payload,-nokeepalive,1,20260911_170350,n/a,0.000000,mtls1.2-gcm_payload-nokeepalive_run1_20260911_170350
mtls1.2-gcm,stress,,1,20260911_170350,n/a,0.000000,mtls1.2-gcm_stress_run1_20260911_170350
mtls1.2-gcm,handshake,-nokeepalive,1,20260911_170350,n/a,0.000000,mtls1.2-gcm_handshake-nokeepalive_run1_20260911_170350
mtls1.2-gcm,baseline,,2,20260911_170350,n/a,0.000000,mtls1.2-gcm_baseline_run2_20260911_170350
mtls1.2-gcm,baseline,-nokeepalive,2,20260911_170350,n/a,0.000000,mtls1.2-gcm_baseline-nokeepalive_run2_20260911_170350
mtls1.2-gcm,payload,,2,20260911_170350,n/a,0.000000,mtls1.2-gcm_payload_run2_20260911_170350
mtls1.2-gcm,handshake,-nokeepalive,2,20260911_170350,n/a,0.000000,mtls1.2-gcm_handshake-nokeepalive_run2_20260911_170350
mtls1.2-gcm,payload,-nokeepalive,2,20260911_170350,n/a,0.000000,mtls1.2-gcm_payload-nokeepalive_run2_20260911_170350
mtls1.2-gcm,stress,,2,20260911_170350,n/a,0.000000,mtls1.2-gcm_stress_run2_20260911_170350
mtls1.2-gcm,payload,-nokeepalive,3,20260911_170350,n/a,0.000000,mtls1.2-gcm_payload-nokeepalive_run3_20260911_170350
mtls1.2-gcm,payload,,3,20260911_170350,n/a,0.000000,mtls1.2-gcm_payload_run3_20260911_170350
